,address,link,long,lat,property_type,property_costs,total_area,number_of_units,year_built,parking_spots,volume_rate,green_rating,developer_company,property_management_company
3451,莲花新苑,https://shanghai.anjuke.com/community/view/7002,31.130624,121.413885,公寓,1.60元/平米/月,暂无数据,暂无数据,2004年,50,暂无数据,30%(一般),上海闵行城建开发有限公司,上海至信物业管理有限公司
3452,锦鸿公寓,https://shanghai.anjuke.com/community/view/6988,31.142989,121.417626,公寓,1.00元/平米/月,15213m²,750户,1996年,650,1.2,37%(一般),上海县房地产总公司,联益物业发展有限公司
3453,金汇丽舍韵动时代,https://shanghai.anjuke.com/community/view/6985,31.183834,121.382736,公寓,1.44元/平米/月,100000m²,676户,2002年,350,1.7,40%(高),上海复地虹桥房地产开发有限公司,上海复瑞物业管理有限公司
3454,紫藤新园,https://shanghai.anjuke.com/community/view/6974,31.012886,121.406019,公寓,1.20元/平米/月,78000m²,563户,2001年,70,1.2,37%(一般),上海闵行房地产发展有限公司, 闵行住宅建设综合经营有限公司 
3455,罗阳二村,https://shanghai.anjuke.com/community/view/6965,31.12672,121.418644,公寓,0.50元/平米/月,160000m²,1820户,2000年,160,2,35%(一般),上海强生房产有限公司,恒德物业
3456,虹梅别墅,https://shanghai.anjuke.com/community/view/6950,31.186674,121.396622,别墅,5.50元/平米/月,23000m²,630户,1994年,96,0.5,43%(高),上海中祥（集团）有限公司,虹霞物业管理公司
3457,祥宾一村,https://shanghai.anjuke.com/community/view/6946,31.244816,121.277485,公寓,0.80元/平米/月,暂无数据,暂无数据,1993年,暂无数据,暂无数据,35%(一般),永祥物业公司,永祥物业管理有限公司。
3458,盛源花园,https://shanghai.anjuke.com/community/view/6917,31.127584,121.409571,公寓,1.30元/平米/月,34109m²,563户,1996年,87,1.7,45%(高),上海盛源房地产（集团）有限公司,上海盛源物业有限公司
3459,罗阳三村,https://shanghai.anjuke.com/community/view/6888,31.128948,121.414741,公寓,1.50元/平米/月,34260m²,1280户,1994年,168,暂无数据,38%(一般),上海万国房地产开发总公司,上海明华物业管理有限公司
3460,当代艺墅,https://shanghai.anjuke.com/community/view/6812,31.140603,121.382738,别墅,1.80元/平米/月,13000m²,288户,2001年,300,0.26,75%(高),上海启耀房地产开发有限公司,上海海辉物业管理有限公司
3461,成亿家园,https://shanghai.anjuke.com/community/view/6804,31.150285,121.409854,公寓,0.80元/平米/月,34000m²,700户,2000年,150,1.36,35%(一般),上海市房地产实业有限公司,上海汰锦物业管理有限公司
3462,明申花园(公寓),https://shanghai.anjuke.com/community/view/6775,31.187141,121.404517,公寓,1.00元/平米/月,81630000m²,866户,2004年,466,1.14,50%(高),上海天鸿房地产开发有限公司,上海东莲物业管理有限公司
3463,新梅广场,https://shanghai.anjuke.com/community/view/6771,31.127292,121.39605,公寓,1.30元/平米/月,130000m²,3840户,2000年,184,2,45%(高),上海兴盛房地产开发有限公司,兴盛房地产开发有限公司
3464,九星苑,https://shanghai.anjuke.com/community/view/6748,31.156496,121.386835,公寓,1.00元/平米/月,8700m²,560户,2003年,100,1.28,30%(一般),上海城开房地产经纪有限公司,望都物业
3465,南方新村,https://shanghai.anjuke.com/community/view/6680,31.141623,121.406756,公寓,0.15元/平米/月,75000m²,2600户,1995年,700,2,42%(高),梅陇开发集团,上海德凯物业管理有限公司
3466,华银苑,https://shanghai.anjuke.com/community/view/6675,31.072928000000005,121.406852,公寓,1.35元/平米/月,27000m²,268户,2003年,50,1.6,35%(一般),上海联工房地产发展有限公司,上海联工物业管理有限公司 
3467,南洋绿都公寓,https://shanghai.anjuke.com/community/view/6667,31.192572,121.377004,公寓,1.20元/平米/月,8545m²,865户,1999年,110,1,35%(一般),暂无数据,上海能宝物业有限责任公司 
3468,园艺新村,https://shanghai.anjuke.com/community/view/6530,31.151992,121.364726,公寓,1.30元/平米/月,20000m²,820户,1997年,300,1.4,30%(一般),上海顺和房产开发公司,上海华江物业发展有限公司公司
3469,广海花园,https://shanghai.anjuke.com/community/view/6483,31.151014,121.361174,公寓,0.50元/平米/月,100000m²,113户,2007年,80,1.5,40%(高),上海西郊庄园置业发展有限公司,上海菁泓实业有限公司
3470,平南三村,https://shanghai.anjuke.com/community/view/6479,31.157401,121.398393,公寓,0.50元/平米/月,21500m²,530户,1996年,地面车位50,1.5,26%(一般),农工商地产（集团）股份有限公司,厦门宝呈众华置业有限责任公司
3471,源成春苑,https://shanghai.anjuke.com/community/view/6473,31.102736,121.38732,公寓,0.85元/平米/月,73000m²,875户,2003年,"200,地上188（固定）",1.32,40%(高),上海源城房地产有限公司,盛祥物业管理有限公司
3472,好世樱园(北区),https://shanghai.anjuke.com/community/view/6471,31.089373,121.409255,别墅,1.50元/平米/月,180000m²,370户,2001年,每户附带一个车位  如还需要可以向物业申,0.7,59%(高),上海好世置业有限公司,上海实红物业管理有限公司
3473,昆阳小区,https://shanghai.anjuke.com/community/view/6438,31.00481,121.379802,公寓,1.50元/平米/月,暂无数据,暂无数据,1997年,1000,1.2,35%(一般),闵联实业有限公司,00
3474,东苑怡景园,https://shanghai.anjuke.com/community/view/6418,31.157139,121.404958,公寓,1.80元/平米/月,85000m²,560户,2003年,150,1.8,40%(高),上海古龙置业有限公司,00
3475,平吉一村,https://shanghai.anjuke.com/community/view/6411,31.151369,121.388978,公寓,0.45元/平米/月,7500m²,1950户,2001年,300,2,25%(一般),上海华城房地产有限公司,上海华城物业有限公司
3476,平阳绿家园,https://shanghai.anjuke.com/community/view/6402,31.136419,121.39723,公寓、别墅,0.90元/平米/月,暂无数据,暂无数据,2002年,500,1.8,40%(高),上海古阳置业有限公司, 上海民盈城投物业管理有限公司 
3477,益文路79弄小区,https://shanghai.anjuke.com/community/view/6397,31.142336,121.416478,公寓,0.30元/平米/月,3000m²,200户,1996年,110,1.8,27%(一般),梅陇房地产有限公司,龙梅物业
3478,朱梅小区,https://shanghai.anjuke.com/community/view/6392,31.135133000000003,121.419721,公寓,0.60元/平米/月,8545m²,670户,1999年,107个地上,暂无数据,35%(一般),上海沪兴发展有限公司,上海恒浩物业管理有限公司
3479,古北恒盛苑,https://shanghai.anjuke.com/community/view/6380,31.197013,121.413121,公寓,1.90元/平米/月,30000m²,656户,2005年,200,1.95,40%(高),上海隆升建设发展有限公司,上海古北物业管理有限公司
3480,虹桥高尔夫别墅,https://shanghai.anjuke.com/community/view/6376,31.19376500000001,121.396515,别墅,5.00元/平米/月,60000m²,295户,2003年,600,暂无数据,暂无数据,上海虹桥高尔夫俱乐部有限公司,上海国顺物业管理有限公司
3481,虹桥汇秀苑,https://shanghai.anjuke.com/community/view/6369,31.191229,121.391836,公寓,1.00元/平米/月,23430m²,650户,1990年,120,1.8,30%(一般),上海裕齐房地产开发有限公司,自主物业
3482,古北新城(二期),https://shanghai.anjuke.com/community/view/6355,31.18907,121.411452,公寓,0.90元/平米/月,80000m²,680户,2004年,180,1.2,40%(高),复地（集团）股份有限公司,上海复瑞物业公司
3483,盛园(公寓),https://shanghai.anjuke.com/community/view/6317,31.131761,121.378245,公寓,2.00元/平米/月,56000m²,420户,2006年,260,1.3,36%(一般),上海盛帆房地产开发有限公司,上海欣隆物业管理有限公司
3484,复地北桥城(西区公寓),https://shanghai.anjuke.com/community/view/6312,31.040466,121.425874,公寓,2.50元/平米/月,500000m²,600户,2006年,400,0.6,35%(一般),上海柏斯置业有限公司,上海复瑞物业管理有限公司
3485,春申玫瑰苑,https://shanghai.anjuke.com/community/view/6276,31.112428,121.404744,公寓,1.20元/平米/月,130000m²,912户,2015年,660,暂无数据,43%(高),上海春申城发展有限公司,上海紫泰物业管理有限公司
3486,春江锦庐,https://shanghai.anjuke.com/community/view/6275,31.137852,121.392934,公寓,1.20元/平米/月,75000m²,750户,2005年,147,1.5,40%(高),上海银盛房地产有限公司,上海运泰物业管理有限公司
3487,好世麒麟园,https://shanghai.anjuke.com/community/view/6273,31.099636,121.436776,别墅,3.80元/平米/月,54000m²,235户,2009年,221,0.32,45%(高),上海好世置业有限公司,上海实红物业管理有限公司
3488,都市星城,https://shanghai.anjuke.com/community/view/4775,31.108276,121.39655,公寓,1.50元/平米/月,180000m²,1200户,2006年,374,暂无数据,35%(一般),上海中星（集团）有限公司,00
3489,三春汇秀苑,https://shanghai.anjuke.com/community/view/4762,31.098988,121.381261,公寓,1.00元/平米/月,110000m²,929户,2008年,350,1.6,45%(高),上海盛帆房地产开发有限公司,上海裕明物业管理有限公司
3490,南洋博仕欣居,https://shanghai.anjuke.com/community/view/4731,31.026393,121.430715,公寓,1.40元/平米/月,134000m²,987户,2005年,地上。地下,2,40%(高),上海源广置业有限公司,上海东慧庄园物业管理有限公司
3491,金坤花园,https://shanghai.anjuke.com/community/view/4698,31.185538,121.380559,公寓,1.00元/平米/月,31000m²,252户,1998年,280,暂无数据,48%(高),上海房地产经营（集团）有限公司 ,上海现代金晨物业管理有限公司
3492,白雪公主西区,https://shanghai.anjuke.com/community/view/4676,31.143984000000003,121.362933,公寓,1.20元/平米/月,120000m²,1042户,2004年,250,1.5,40%(高),上海神州置业发展有限公司,神州物业管理有限公司
3493,望族新城,https://shanghai.anjuke.com/community/view/4643,31.15223,121.409603,公寓,1.60元/平米/月,120000m²,1500户,2003年,300,3,40%(高),上海梅苑房地产有限公司,上海望族苑物业管理有限公司
3494,东兰雅苑,https://shanghai.anjuke.com/community/view/4632,31.157115,121.38804,公寓,1.80元/平米/月,70000m²,583户,2003年,150--200,2,40%(高),上海中友房产开发有限公司,00
3495,华唐苑,https://shanghai.anjuke.com/community/view/4615,31.107303,121.44062,公寓,0.80元/平米/月,184000m²,638户,2007年,400,1.2,40%(高),上海华唐实业有限公司,华唐物业管理有限公司
3496,汇宝公寓(南区),https://shanghai.anjuke.com/community/view/4582,31.163857,121.35546399999998,公寓,0.80元/平米/月,89000m²,588户,2000年,180,1.8,31%(一般),宝虹集团实业有限公司,漕河泾物业管理有限公司
3497,莱茵清境(公寓),https://shanghai.anjuke.com/community/view/4569,31.157588,121.356115,公寓,1.40元/平米/月,110000m²,142户,2004年,充足,2.1,35%(一般),上海万兆房地产发展有限公司,上海万欢物业管理有限公司
3498,春申城四季苑,https://shanghai.anjuke.com/community/view/4546,31.106431,121.397511,公寓,0.80元/平米/月,85340m²,2500户,1998年,总数：约150　 地上:约150,1.58,46%(高),上海春申城发展有限公司,上海紫泰物业管理有限公司
3499,富林苑中区,https://shanghai.anjuke.com/community/view/4533,31.123828000000003,121.369917,公寓,1.00元/平米/月,120000m²,500户,2009年,100,1.2,37%(一般),上海富林房地产发展有限公司,上海东湖物业管理有限公司
3500,流晶逸彩虹华苑,https://shanghai.anjuke.com/community/view/4493,31.190856,121.388977,公寓,1.00元/平米/月,100000m²,1400户,1996年,300,1.67,50%(高),上海华纺房地产开发有限公司,上海物业，上海欣江物业管理有限公司
3501,康诗丹郡,https://shanghai.anjuke.com/community/view/3944,31.114159,121.409226,公寓,2.50元/平米/月,380000m²,300户,2002年,150,0.64,43%(高),上海新闵房地产联合发展有限公司,上海东湖物业管理有限公司
3502,春申景城湖滨晨韵,https://shanghai.anjuke.com/community/view/1701,31.113661,121.41779,公寓,3.15元/平米/月,600000m²,1300户,2005年,1100,暂无数据,36%(一般),上海莲申房地产有限公司,上海协沁物业管理有限公司
3503,瑞生花园,https://shanghai.anjuke.com/community/view/1673,31.210803,121.29258,别墅,5.00元/平米/月,34000m²,96户,2005年,每户1~2个室内车位,0.35,58%(高),上海瑞生置业有限公司,上海东湖物业管理有限公司
3504,莲浦府邸(东区公寓),https://shanghai.anjuke.com/community/view/1671,31.144767,121.371832,公寓,1.50元/平米/月,200000m²,1882户,2004年,500,1.5,36%(一般),上海莘闵房地产有限公司,上海莘闵物业发展有限公司
3505,湖山在望花园,https://shanghai.anjuke.com/community/view/1344,31.07430200000001,121.415739,别墅,3.80元/平米/月,240000m²,450户,2009年,500,0.43,45%(高),上海莘松房地产公司,上海东湖物业管理公司
3506,红旗五村,https://shanghai.anjuke.com/community/view/1337,31.017091,121.40831,公寓,0.80元/平米/月,45000m²,632户,1999年,60,暂无数据,32%(一般),碧江,上海闵碧物业管理有限公司
3507,金汇花园四街坊,https://shanghai.anjuke.com/community/view/1332,31.185863,121.381893,公寓,暂无数据,20000m²,560户,2000年,100,1.6,35%(一般),上海宝虹房地产实业有限公司,上海复瑞物业管理有限公司
3508,海申花园,https://shanghai.anjuke.com/community/view/1208,31.195687,121.417719,公寓,0.60元/平米/月,120000m²,650户,1999年,123,1.9,36%(一般),上海申化房地产开发经营公司,上海申虹物业管理有限公司
3509,春申复地城,https://shanghai.anjuke.com/community/view/1206,31.108709,121.401812,公寓,1.00元/平米/月,100000m²,2800户,2003年,1500,1.53,37%(一般),复地（集团）股份有限公司,上海复瑞物业管理有限公司
3510,红叶别墅,https://shanghai.anjuke.com/community/view/1132,31.072723,121.397909,别墅,1.50元/平米/月,40000m²,54户,2001年,250,0.8,43%(高),上海红叶房地产开发有限公司,业主自管
3511,天籁园,https://shanghai.anjuke.com/community/view/1120,31.068042,121.418799,别墅,3.20元/平米/月,100000m²,360户,2004年,1－2个室内车位,0.36,50%(高),上海宏巨置业有限公司,仲联量行物业管理有限公司
3512,阳明国际花苑,https://shanghai.anjuke.com/community/view/891050,31.126204,121.390452,公寓,1.30元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海阳明房地产开发有限公司,安必盛物业管理有限公司
3513,阳明国际花苑,https://shanghai.anjuke.com/community/view/891048,31.125787,121.389742,公寓,1.50元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海阳明房地产发展有限公司,安必盛物业管理有限公司
3514,浦江丽都(南区),https://shanghai.anjuke.com/community/view/876929,31.057892,121.54287,公寓,1.20元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,上海枫丹白露物业管理有限公司
