,address,link,long,lat,property_type,property_costs,total_area,number_of_units,year_built,parking_spots,volume_rate,green_rating,developer_company,property_management_company
3323,马桥景城馨苑,https://shanghai.anjuke.com/community/view/819710,31.022976,121.377075,公寓,1.20元/平米/月,暂无数据,暂无数据,2014年,暂无数据,暂无数据,35%(一般),上海颛地置业发展有限公司,上海颛地物业公司
3324,罗阳东四村,https://shanghai.anjuke.com/community/view/819563,31.126457,121.415827,公寓,1.00元/平米/月,暂无数据,暂无数据,1994年,暂无数据,暂无数据,35%(一般),安盛房产开发有限公司,安盛物业有限公司
3325,都市府邸(公寓),https://shanghai.anjuke.com/community/view/819430,31.079424,121.411021,公寓,2.50元/平米/月,暂无数据,暂无数据,2006年,暂无数据,1.02,35%(一般),暂无数据,业主自管
3326,凯迪华光公寓,https://shanghai.anjuke.com/community/view/818670,31.193141,121.388356,公寓,0.80元/平米/月,暂无数据,暂无数据,2006年,暂无数据,2,暂无数据,华自开发商,上海市凯迪物业管理有限公司
3327,静安公寓,https://shanghai.anjuke.com/community/view/818453,31.166755,121.389755,公寓,1.45元/平米/月,暂无数据,暂无数据,1996年,暂无数据,1.6,30%(一般),上海静城物业管理有限公司,上海金渊置业有限公司
3328,静安新城四区,https://shanghai.anjuke.com/community/view/818451,31.165277000000003,121.389858,公寓,0.60元/平米/月,暂无数据,暂无数据,2002年,暂无数据,1.6,30%(一般),上海静安新城置业有限公司,上海静安新成物业有限公司
3329,静安新城十一区,https://shanghai.anjuke.com/community/view/818448,31.165775,121.384663,公寓,0.95元/平米/月,暂无数据,暂无数据,1997年,暂无数据,1.6,40%(高),上海静安新城置业有限公司,昆明水岸青城房地产开发有限公司
3330,静安新城十二区,https://shanghai.anjuke.com/community/view/818444,31.164631,121.385041,公寓,0.60元/平米/月,暂无数据,暂无数据,1999年,暂无数据,1.6,21%(一般),上海静安新城置业有限公司,静安新城物业
3331,景舒苑一村,https://shanghai.anjuke.com/community/view/818367,31.081373,121.501601,公寓,0.40元/平米/月,暂无数据,暂无数据,2007年,暂无数据,1.39,40%(高),上海浦陈房地产开发经营有限公司,上海闵行陈行物业管理有限公司
3332,景江苑C区,https://shanghai.anjuke.com/community/view/818335,31.083767,121.499414,公寓,0.80元/平米/月,暂无数据,暂无数据,2007年,暂无数据,1.5,35%(一般),上海浦陈房地产开发经营有限公司,上海闵行陈行物业管理有限公司
3333,平吉一村华城花苑,https://shanghai.anjuke.com/community/view/818265,31.15058,121.38961100000002,公寓,0.80元/平米/月,暂无数据,暂无数据,2002年,暂无数据,2,30%(一般),华城房产,上海华城物业管理有限公司
3334,品家都市星城,https://shanghai.anjuke.com/community/view/818197,31.107352,121.393517,公寓,1.00元/平米/月,暂无数据,暂无数据,2003年,暂无数据,2.5,38%(一般),上海中星集团协利置业有限公司,业主自管
3335,虹桥怡和园,https://shanghai.anjuke.com/community/view/818017,31.18378,121.399769,公寓,1.00元/平米/月,暂无数据,暂无数据,1999年,暂无数据,1.7,40%(高),上海虹桥东苑置业有限公司,上海虹桥东苑置业有限公司
3336,虹浦新城(北区),https://shanghai.anjuke.com/community/view/817919,31.053511,121.541914,公寓,1.20元/平米/月,暂无数据,暂无数据,2007年,暂无数据,1.92,30%(一般),上海虹浦置业有限公司,申申物业公司
3337,东航海申公寓,https://shanghai.anjuke.com/community/view/817554,31.19681,121.418654,公寓,1.10元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,1.9,30%(一般),上海申化房地产开发经营公司,单位自管物业
3338,大上海国际花园侨亨园,https://shanghai.anjuke.com/community/view/817405,31.168767,121.382148,公寓,0.86元/平米/月,暂无数据,暂无数据,2002年,暂无数据,暂无数据,45%(高),上海银田房地产开发有限公司,上海鸿浩物业管理公司
3339,大上海国际花园京都园,https://shanghai.anjuke.com/community/view/817400,31.169432,121.38567,公寓,0.86元/平米/月,暂无数据,暂无数据,2010年,暂无数据,2.3,35%(一般),上海亚鸿房地产开发有限公司,上海鸿浩物业管理公司
3340,春申景城湖畔林语,https://shanghai.anjuke.com/community/view/817283,31.110301,121.41979,公寓,1.80元/平米/月,暂无数据,暂无数据,2005年,暂无数据,暂无数据,45%(高),上海莲申房地产有限公司,上海莲申房地产开发有限公司
3341,臻园(别墅),https://shanghai.anjuke.com/community/view/817217,31.196169,121.408341,别墅,0.50元/平米/月,暂无数据,暂无数据,2005年,暂无数据,0.6,48%(高),上海万特园置业有限公司,暂无数据
3342,古北虹苑(三期),https://shanghai.anjuke.com/community/view/817203,31.194504,121.413729,公寓,0.60元/平米/月,暂无数据,暂无数据,2005年,暂无数据,2.6,28%(一般),上海虹桥城镇房地产开发有限公司,上海古北物业管理有限公司
3343,古北虹苑(二期),https://shanghai.anjuke.com/community/view/817201,31.195495,121.414179,公寓,0.60元/平米/月,暂无数据,暂无数据,2005年,暂无数据,暂无数据,40%(高),中华企业股份有限公司,上海古北物业管理有限公司
3344,高兴花园一街坊,https://shanghai.anjuke.com/community/view/817109,31.119572,121.414691,公寓,0.50元/平米/月,暂无数据,暂无数据,2000年,暂无数据,暂无数据,40%(高),暂无数据,上海中房物业管理有限公司
3345,滨浦新苑五村,https://shanghai.anjuke.com/community/view/817018,31.072981,121.503231,公寓,1.10元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,30%(一般),上海汉石普瑞置业有限公司,闵行陈行物业
3346,滨浦新苑七村,https://shanghai.anjuke.com/community/view/817016,31.071994,121.502593,公寓,0.80元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,1.4,35%(一般),暂无数据,明嘉物业
3347,东苑利景花苑,https://shanghai.anjuke.com/community/view/816699,31.117138,121.397647,公寓,1.50元/平米/月,暂无数据,暂无数据,2004年,暂无数据,暂无数据,50%(高),上海东苑房地产开发（集团）有限公司,上海安必盛物业管理有限公司
3348,浦江华侨城(六期),https://shanghai.anjuke.com/community/view/794679,31.102656,121.510198,公寓,1.10元/平米/月,暂无数据,暂无数据,2013年,暂无数据,1.2,40%(高),华侨城（上海）置地有限公司,上海金晨物业
3349,永康城永锦苑,https://shanghai.anjuke.com/community/view/787406,31.034344,121.508727,公寓,1.50元/平米/月,暂无数据,暂无数据,2014年,暂无数据,1.2,35%(一般),上海莘松缘澄房地产有限公司,无
3350,浦江瑞和城玖街区,https://shanghai.anjuke.com/community/view/755054,31.033679,121.522459,公寓,1.39元/平米/月,暂无数据,暂无数据,2014年,1000,2,35%(一般),暂无数据,00
3351,古北壹号(公寓),https://shanghai.anjuke.com/community/view/730155,31.19333300000001,121.402852,公寓,0.50元/平米/月,暂无数据,暂无数据,2015年,暂无数据,1.75,36%(一般),福来国际（上海）有限公司,第一太平戴维斯物业管理有限公司
3352,万博欣园,https://shanghai.anjuke.com/community/view/719807,31.236976,121.34193,公寓,1.68元/平米/月,暂无数据,暂无数据,2014年,暂无数据,1.49,36%(一般),上海万博房地产开发有限公司,振新物业管理有限公司
3353,九歌茗园,https://shanghai.anjuke.com/community/view/658356,31.170173,121.387714,公寓,1.50元/平米/月,暂无数据,暂无数据,2003年,暂无数据,1.6,45%(高),上海静安新城置业有限公司,上海祥茂物业管理有限公司
3354,滨浦新苑九村,https://shanghai.anjuke.com/community/view/655767,31.069564,121.49864,公寓,1.35元/平米/月,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据,35%(一般),暂无数据,闵行陈行物业
3355,鑫都城紫云华庭,https://shanghai.anjuke.com/community/view/653330,31.063841,121.402475,公寓,1.00元/平米/月,暂无数据,暂无数据,2016年,暂无数据,暂无数据,暂无数据,暂无数据,无
3356,永康城兴利苑,https://shanghai.anjuke.com/community/view/651731,31.03747000000001,121.505397,公寓,1.50元/平米/月,暂无数据,暂无数据,2014年,1000,暂无数据,暂无数据,暂无数据,00
3357,佳宝三村,https://shanghai.anjuke.com/community/view/649910,31.15987100000001,121.351834,公寓,1.00元/平米/月,1000m²,200户,1992年,50,1.6,25%(一般),虹梅房产开发有限公司,上海虹梅物业管理有限公司
3358,万科时一区(一期),https://shanghai.anjuke.com/community/view/627685,31.209803000000004,121.319043,公寓,1.00元/平米/月,9m²,1050户,2015年,1372个,暂无数据,32%(一般),上海万树置业有限公司,上海万科物业管理有限公司
3359,永康城佳兴苑,https://shanghai.anjuke.com/community/view/619926,31.04026,121.517317,公寓,0.50元/平米/月,暂无数据,暂无数据,2013年,暂无数据,暂无数据,暂无数据,暂无数据,业主自管
3360,金汇福邸,https://shanghai.anjuke.com/community/view/609715,31.189137,121.376112,公寓,1.60元/平米/月,50000m²,350户,2003年,150,暂无数据,30%(一般),上海宝虹房地产实业有限公司,宝虹物业
3361,世博家园四街坊,https://shanghai.anjuke.com/community/view/599367,31.086244,121.51175,公寓,暂无数据,22000m²,950户,2005年,150,1.4,30%(一般),上海世博土地控股有限公司,闵行陈行物业
3362,浦江颐城尚院(公寓),https://shanghai.anjuke.com/community/view/595107,31.10340200000001,121.506627,公寓,3.50元/平米/月,90000m²,576户,2013年,677,0.62,35%(一般),上海建工诚闵房产有限公司,上海金晨物业经营管理有限公司
3363,闵浦新苑五村,https://shanghai.anjuke.com/community/view/594972,31.068924,121.541897,公寓,0.50元/平米/月,113276m²,864户,2008年,暂无数据,1.4,35%(一般),上海晟元置业有限公司,上海明嘉物业管理有限公司
3364,汇秀景苑三街坊,https://shanghai.anjuke.com/community/view/592965,31.046102,121.549811,公寓,1.20元/平米/月,60333m²,792户,2013年,167,1.7,35%(一般),上海申能汇颂房地产有限公司,上海申能物业有限公司
3365,聚缘南庭,https://shanghai.anjuke.com/community/view/592962,31.046658,121.552969,公寓,暂无数据,56748m²,暂无数据,2013年,400,1.73,35%(一般),暂无数据,暂无
3366,聚缘中庭,https://shanghai.anjuke.com/community/view/592961,31.047045,121.552813,公寓,暂无数据,65406m²,796户,2008年,350,1,36%(一般),暂无数据,暂无
3367,祥生瑞和苑,https://shanghai.anjuke.com/community/view/586069,31.098217,121.425317,公寓,1.20元/平米/月,17000m²,1932户,2013年,300,1.2,40%(高),中冶集团,上海莲城物业管理有限公司
3368,中冶锦城,https://shanghai.anjuke.com/community/view/586066,31.099107,121.427083,公寓,1.20元/平米/月,300000m²,3000户,2012年,350,1.2,30%(一般),中国五冶集团有限公司,无
3369,静城公寓(静安新城二区),https://shanghai.anjuke.com/community/view/572453,31.163389,121.389062,公寓,0.60元/平米/月,41000m²,暂无数据,2000年,30,1.46,27%(一般),上海静安新成置业有限公司,静安新城物业
3370,臻果国际,https://shanghai.anjuke.com/community/view/571646,31.175177,121.38089,公寓,3.20元/平米/月,10000m²,140户,2000年,100,1.3,35%(一般),东苑集团,上海新东慧物业管理有限公司
3371,世博家园十五街坊,https://shanghai.anjuke.com/community/view/569173,31.077354,121.509462,公寓,0.50元/平米/月,12561m²,1200户,2006年,800个,1.4,35%(一般),上海世博土地控股有限公司,上海闵行陈行物业管理有限公司
3372,浦江世博家园六街坊,https://shanghai.anjuke.com/community/view/569167,31.085546,121.506782,公寓,0.80元/平米/月,20000m²,360户,2006年,160,1.8,35%(一般),上海中凯企业集团有限公司,上海闵行陈行物业
3373,万源城逸郡,https://shanghai.anjuke.com/community/view/569122,31.15272,121.401392,公寓,2.60元/平米/月,暂无数据,暂无数据,2007年,600,暂无数据,53%(高),上海城开房地产经纪有限公司,上海申大物业有限公司
3374,元祥小区,https://shanghai.anjuke.com/community/view/564181,31.045915,121.381375,公寓,0.60元/平米/月,暂无数据,暂无数据,2008年,暂无数据,暂无数据,暂无数据,暂无数据,暂无数据
3375,翡翠名都,https://shanghai.anjuke.com/community/view/495945,31.191263,121.406403,公寓,6.80元/平米/月,暂无数据,暂无数据,2016年,暂无数据,2,55%(高),上海乔华房产经营管理有限公司,上海万科物业管理有限公司
3376,闵浦新苑三村(西区),https://shanghai.anjuke.com/community/view/495790,31.067308,121.536354,公寓,1.10元/平米/月,84212m²,743户,2010年,地上停车位,1.3,25%(一般),上海奕海领秀置业有限公司,明嘉物业管理有限公司
3377,闵浦新苑四村,https://shanghai.anjuke.com/community/view/495789,31.068312,121.539421,公寓,1.06元/平米/月,21600m²,892户,2010年,地上与地下停车位,2,25%(一般),上海浦杨置业有限公司,闵浦物业
3378,世博家园十一街坊,https://shanghai.anjuke.com/community/view/453555,31.08121400000001,121.510828,公寓,1.00元/平米/月,250000m²,1003户,2006年,260,1.4,30%(一般),上海世博土地控股有限公司,上海中凯物业有限公司
3379,欣佳宝邸(东南区),https://shanghai.anjuke.com/community/view/423592,31.05049600000001,121.545751,公寓,0.50元/平米/月,183273m²,980户,2012年,840,0.8,40%(高),上海科顺房地产开发有限公司,上海六角物业管理有限公司
3380,光华路287号小区,https://shanghai.anjuke.com/community/view/420458,31.075993,121.39996200000002,公寓,0.47元/平米/月,暂无数据,暂无数据,1994年,暂无数据,1.7,28%(一般),上海颛元置业有限公司,业主自营
3381,爱博五村,https://shanghai.anjuke.com/community/view/412817,31.221678000000004,121.314402,公寓,1.20元/平米/月,53647m²,1253户,2011年,400,暂无数据,35%(一般),新长宁房地产开发公司,爱博家园物业管理有限公司
3382,万兆家园,https://shanghai.anjuke.com/community/view/401957,31.154605,121.357756,公寓,1.20元/平米/月,30001m²,2482户,1999年,401,1.2,38%(一般),上海万兆房地产发展有限公司,上海万欢物业管理有限公司、上海凤梧物业管理有限公司
3383,东方花园(一期),https://shanghai.anjuke.com/community/view/401928,31.15178400000001,121.370989,公寓,1.80元/平米/月,82000m²,928户,1999年,260,2,36%(一般),上海金沪房地产发展有限公司,上海中星集团申城物业有限公司
3384,夏朵园,https://shanghai.anjuke.com/community/view/401895,31.030034000000004,121.398143,公寓,1.30元/平米/月,暂无数据,暂无数据,2006年,300,1.29,40%(高),上海颛地置业发展有限公司,上海旺都物业有限公司
3385,夏朵小城(一期),https://shanghai.anjuke.com/community/view/401894,31.029529,121.39847,公寓,0.80元/平米/月,370000m²,2900户,2005年,870,1.29,40%(高),上海颛地置业发展有限公司,上海银都物业管理有限公司
3386,源枫景苑,https://shanghai.anjuke.com/community/view/400842,31.018559000000003,121.438583,公寓,0.58元/平米/月,68939m²,698户,2013年,557,暂无数据,35%(一般),上海源枫房地产开发有限公司,益镇物业有限公司
3387,虹梅菁典,https://shanghai.anjuke.com/community/view/370238,31.119804,121.436774,公寓,1.20元/平米/月,56000m²,326户,2012年,360,1.91,35%(一般),上海鹏祥房地产开发有限公司,上海益镇物业管理有限公司
3388,静安花苑,https://shanghai.anjuke.com/community/view/367193,31.167582,121.387051,公寓,1.35元/平米/月,50000m²,360户,2000年,260,1.6,43%(高),上海静城物业管理有限公司,杭州合兴物业公司
3389,上居公寓,https://shanghai.anjuke.com/community/view/358517,31.130581,121.426713,公寓,1.20元/平米/月,12362m²,354户,2007年,地上停车位,暂无数据,31%(一般),暂无数据,上居物业管理
3390,东苑古龙城古龙尚居,https://shanghai.anjuke.com/community/view/344531,31.156639,121.405988,公寓,1.85元/平米/月,120000m²,776户,2004年,700,暂无数据,47%(高),上海古龙置业有限公司,上海东苑物业管理有限公司
3391,西郊虹韵城景雅苑,https://shanghai.anjuke.com/community/view/322092,31.22743,121.29976299999998,公寓,1.70元/平米/月,67241m²,717户,2010年,500,1.2,35%(一般),西郊九韵置业,西郊物业
3392,上海航天人才公寓,https://shanghai.anjuke.com/community/view/305636,31.05499600000001,121.403609,公寓,1.30元/平米/月,暂无数据,1111户,1980年,暂无数据,1.2,30%(一般),暂无数据,上海天为物业公司
3393,鹤坡路83弄小区,https://shanghai.anjuke.com/community/view/292821,31.072056,121.535951,公寓,0.20元/平米/月,20050m²,暂无数据,1995年,30,1.2,30%(一般),暂无数据,谈家港物业
3394,鹤坡路84弄小区,https://shanghai.anjuke.com/community/view/292820,31.071535,121.536032,公寓,0.20元/平米/月,8794m²,暂无数据,2002年,地上停车位,暂无数据,25%(一般),暂无数据,谈家港物业公司
3395,浦江宝邸(北区),https://shanghai.anjuke.com/community/view/248422,31.068906,121.547084,公寓,0.50元/平米/月,暂无数据,暂无数据,2009年,200,1.1,38%(一般),上海乐领置业发展有限公司,上海捷森物业管理有限公司
3396,御涛园,https://shanghai.anjuke.com/community/view/230223,31.05067,121.358571,别墅,10.00元/平米/月,45000m²,192户,2012年,192,0.18,45%(高),上海旗龙置业有限公司,家利物业管理(上海)有限公司
3397,合生城邦(四街坊公寓),https://shanghai.anjuke.com/community/view/218805,31.026297,121.41236299999998,公寓,1.50元/平米/月,600000m²,142户,2011年,合生城邦有1－2个室内车位,1,55%(高),上海龙盟房地产开发有限公司,上海合生物业管理有限公司
3398,明泉璞院(公寓),https://shanghai.anjuke.com/community/view/200926,31.173055,121.374217,公寓,1.00元/平米/月,6404m²,72户,2010年,72,1.2,40%(高),上海明泉房地产开发有限公司,CBRE世邦魏理仕
3399,金汇名人苑三街坊,https://shanghai.anjuke.com/community/view/188933,31.18687000000001,121.379286,公寓,1.40元/平米/月,12000m²,362户,1996年,100,2,35%(一般),上海宝虹房地产实业有限公司,宝华物业
3400,金盛小区,https://shanghai.anjuke.com/community/view/185073,31.104440000000004,121.413597,公寓,0.80元/平米/月,300000m²,500户,2004年,有8万平方米停车场,2,35%(一般),金盛置业投资集团有限公司,金盛物业管理有限公司
3401,信利苑(航华二村三街坊),https://shanghai.anjuke.com/community/view/180908,31.17735,121.354019,公寓,0.90元/平米/月,150m²,200户,2002年,50,暂无数据,30%(一般),上海长宁有限公司,上海信利物业有限公司
3402,上虹新村1-6街坊,https://shanghai.anjuke.com/community/view/180255,31.178476,121.395007,公寓,0.80元/平米/月,20000m²,500户,1996年,200,1.4,40%(高),上海虹桥房地产有限公司,虹霞物业管理公司
3403,合生城邦(三街坊别墅),https://shanghai.anjuke.com/community/view/178229,31.022703000000003,121.41489,别墅,1.50元/平米/月,600000m²,142户,2010年,300,0.98,35%(一般),上海龙盟房地产开发有限公司,广东康景物业服务有限公司上海分公司
3404,东兰世茗雅苑,https://shanghai.anjuke.com/community/view/175075,31.155232,121.388819,公寓,1.70元/平米/月,90000m²,716户,2005年,200,1.45,45%(高),上海龙茗房地产开发有限公司, 上海三原物业管理有限公司 
3405,裕隆花园,https://shanghai.anjuke.com/community/view/170818,31.038663,121.384932,公寓,0.80元/平米/月,暂无数据,暂无数据,2005年,暂无数据,暂无数据,暂无数据,暂无数据,裕隆物业
3406,东新街2弄小区,https://shanghai.anjuke.com/community/view/148689,31.03476,121.37698799999998,公寓,0.80元/平米/月,暂无数据,暂无数据,1990年,暂无数据,1.3,26%(一般),城投置业有限公司,上海畅苑物业管理有限公司
3407,航东公寓,https://shanghai.anjuke.com/community/view/125188,31.181304,121.360772,公寓,0.35元/平米/月,86000m²,126户,1997年,140,1.6,40%(高),上海东航置业有限公司,上海市华舒物业管理有限公司
3408,景平苑,https://shanghai.anjuke.com/community/view/120375,31.225707,121.296257,公寓,1.14元/平米/月,150000m²,1012户,2010年,600,暂无数据,30%(一般),上海九韵置业有限公司,上海诸翟物业公司
3409,陶然居,https://shanghai.anjuke.com/community/view/115905,31.178307,121.384892,公寓,1.00元/平米/月,90000m²,800户,2002年,600,1.7,40%(高),上海明泉房地产开发有限公司,上海新东慧物业管理有限公司
3410,名仕世家花苑,https://shanghai.anjuke.com/community/view/115584,31.095351,121.383028,公寓,0.50元/平米/月,77600m²,744户,2005年,总数400个，地上400个,1.62,45%(高),上海信捷置业有限公司,上海申能物业管理有限公司
3411,阳光美景城(一期),https://shanghai.anjuke.com/community/view/114453,31.14459,121.412175,公寓,1.60元/平米/月,310000m²,1200户,2004年,150,2.2,40%(高),上海锦弘房地产发展有限公司,上海工联物业公司
3412,阳光美景城(三期),https://shanghai.anjuke.com/community/view/114452,31.148395,121.415761,公寓,1.50元/平米/月,40000m²,1200户,2001年,130,1.8,40%(高),上海锦弘房地产发展有限公司,上海工联物业管理有限公司
3413,颛溪八村,https://shanghai.anjuke.com/community/view/98624,31.070911,121.400676,公寓,0.45元/平米/月,18000m²,1080户,1998年,320,1.8,40%(高),颛元置业有限公司,上海天为物业管理服务有限公司
3414,望佳一村,https://shanghai.anjuke.com/community/view/98331,31.026163,121.536608,公寓,0.60元/平米/月,暂无数据,520户,1994年,86,1.8,35%(一般),暂无数据,谈家港物业
3415,江南欣苑,https://shanghai.anjuke.com/community/view/86527,31.119583,121.430666,公寓,1.50元/平米/月,60000m²,500户,2007年,地面+地下车库,2.37,35%(一般),上海康华置业有限公司,上海顺信物业管理有限公司
3416,鑫都城云天绿洲,https://shanghai.anjuke.com/community/view/82756,31.058458,121.39991299999998,公寓,1.20元/平米/月,1000000m²,41户,2009年,充足,1.6,42%(高),上海颛元置业有限公司,上海天为物业管理有限公司
3417,名都古北,https://shanghai.anjuke.com/community/view/63643,31.193887,121.406077,公寓,1.00元/平米/月,16600m²,720户,2004年,840,2,45%(高),上海仲盛房地产有限公司,仲源物业
3418,浦江大楼,https://shanghai.anjuke.com/community/view/62191,31.005486,121.43407,公寓,1.00元/平米/月,暂无数据,暂无数据,1988年,20,2.8,34%(一般),暂无数据,上海闵华物业管理有限公司
3419,阳光雅苑,https://shanghai.anjuke.com/community/view/61801,31.071614,121.405873,公寓,0.60元/平米/月,4892m²,93户,2007年,地下35个,1.5,40%(高),上海一川置业有限公司,上海天为物业管理服务有限公司
3420,绿城玫瑰园,https://shanghai.anjuke.com/community/view/18558,31.04383,121.353745,别墅,6.50元/平米/月,98545m²,250户,2015年,1-2个,0.18,65%(高),上海绿城森林高尔夫别墅开发有限公司,上海高力国际物业服务有限公司
3421,东兰路37弄小区,https://shanghai.anjuke.com/community/view/18167,31.163292,121.409142,公寓,0.80元/平米/月,66800m²,358户,1996年,100,暂无数据,30%(一般),暂无数据,东兰物业公司
3422,龙柏六村,https://shanghai.anjuke.com/community/view/17018,31.179573,121.372681,公寓,1.00元/平米/月,86000m²,500户,1999年,300,1.5,35%(一般),上海县房地产总公司,龙柏物业
3423,罗秀苑(南区),https://shanghai.anjuke.com/community/view/15684,31.133103,121.41807,公寓,1.45元/平米/月,66000m²,766户,2001年,总共车位100个，地面车位：100元/月,2.5,35%(一般),上海沪莘置业发展有限公司,大华集团物业管理有限公司
3424,三佳苑(航华三村),https://shanghai.anjuke.com/community/view/13652,31.172392,121.357944,公寓,0.60元/平米/月,27000m²,368户,2002年,68,1.23,30%(一般),上海三佳房地产经营有限公司,上海三凌物业管理有限公司
3425,绿梅二村,https://shanghai.anjuke.com/community/view/12807,31.120441,121.37544,公寓,0.80元/平米/月,1800m²,1186户,1993年,200,1.2,35%(一般),暂无数据,上海兴苑物业管理有限公司
3426,好第坊,https://shanghai.anjuke.com/community/view/12203,31.020958,121.439733,公寓,1.30元/平米/月,140000m²,984户,2005年,250,1.17,42%(高),上海莘南房地产开发有限公司,上海万亚物业管理有限公司
3427,剑桥丽苑小区,https://shanghai.anjuke.com/community/view/12198,31.028314,121.4211,公寓,1.00元/平米/月,20000m²,100户,2006年,100,1.6,46%(高),上海泽赢置业有限公司,上海田园物业管理有限公司
3428,东湖花园,https://shanghai.anjuke.com/community/view/12144,31.125332,121.369539,公寓,1.00元/平米/月,130000m²,500户,1998年,80,2,40%(高),上海梧柏房地产有限公司,上海市东湖物业管理有限公司
3429,绿梅一村,https://shanghai.anjuke.com/community/view/12119,31.11726,121.37602,公寓,0.69元/平米/月,200000m²,660户,1993年,200,1.5,40%(高),暂无数据,上海兴苑物业管理有限公司
3430,申莘三村,https://shanghai.anjuke.com/community/view/11738,31.095724,121.385533,公寓,0.05元/平米/月,6000m²,94户,2003年,120,1.5,35%(一般),上海申莘置业有限公司,上海申莘物业管理有限公司
3431,古美西路420弄小区,https://shanghai.anjuke.com/community/view/9996,31.140063,121.400554,公寓,0.45元/平米/月,508500m²,560户,1996年,130,暂无数据,40%(高),古美集团公司,上海恒浩物业管理有限公司
3432,龙柏七村,https://shanghai.anjuke.com/community/view/9346,31.17942,121.36935,公寓,1.00元/平米/月,2000m²,2180户,2000年,280,暂无数据,30%(一般),上海县房地产总公司,龙柏物业
3433,上海春城(南区),https://shanghai.anjuke.com/community/view/7164,31.11032,121.415782,公寓,1.45元/平米/月,暂无数据,暂无数据,2004年,500,1.6,41%(高),上海金樱房地产发展有限公司,上海三元物业管理有限公司
3434,上虹新村七八九街坊,https://shanghai.anjuke.com/community/view/7161,31.178626,121.39748,公寓,1.20元/平米/月,8000m²,563户,2002年,105,1.4,40%(高),上海虹桥房地产有限公司,新生物业公司
3435,高兴花园二/三/四街坊,https://shanghai.anjuke.com/community/view/7126,31.118416,121.411455,公寓,0.80元/平米/月,暂无数据,暂无数据,1996年,300,2,40%(高),上海高兴房地产发展有限公司,高兴物业管理有限公司
3436,雅致公寓,https://shanghai.anjuke.com/community/view/7122,31.12160900000001,121.391838,公寓,1.00元/平米/月,5624m²,428户,2001年,165,1.3,40%(高),上海市闵行房地产发展总公司,闵行区住宅建设综合经营有限公司
3437,银杏新村,https://shanghai.anjuke.com/community/view/7111,31.239984000000003,121.28179,公寓,0.50元/平米/月,110000m²,1020户,1994年,300,暂无数据,35%(一般),上海市莘庄工业区申莘房地产有限公司,上海信大物业有限公司
3438,黎明花园,https://shanghai.anjuke.com/community/view/7103,31.153539,121.354541,公寓,0.60元/平米/月,120000m²,1056户,1997年,220,1.5,30%(一般),昌鑫房产,昌鑫物业
3439,鹤北新村一街坊,https://shanghai.anjuke.com/community/view/7098,31.017383,121.427461,公寓,0.80元/平米/月,300000m²,639户,2001年,300,1.2,38%(一般),上海闵行房地产发展有限公司,上海鑫闵物业管理公司
3440,新华小区,https://shanghai.anjuke.com/community/view/7095,31.045411,121.47482,公寓,1.20元/平米/月,6521m²,320户,1995年,100,暂无数据,35%(一般),上海闵行置业发展有限公司,上海闵行置业发展有限公司
3441,龙柏城市花园,https://shanghai.anjuke.com/community/view/7067,31.190503000000003,121.371219,公寓,1.00元/平米/月,36000m²,230户,2000年,162,暂无数据,40%(高),上海龙柏置业发展有限公司,华新物业
3442,通海二小区,https://shanghai.anjuke.com/community/view/7051,31.044963,121.471673,公寓,0.90元/平米/月,2515m²,200户,2003年,180,1.8,30%(一般),暂无数据,上海吴泾物业管理有限公司
3443,虹兴苑小区,https://shanghai.anjuke.com/community/view/7037,31.18119,121.399975,公寓,0.40元/平米/月,暂无数据,568户,2002年,200,1.2,30%(一般),漕河泾开发商,漕河泾开发商
3444,莘闵花园,https://shanghai.anjuke.com/community/view/7026,31.070253000000005,121.407682,公寓,0.50元/平米/月,120000m²,612户,1998年,150,2.3,35%(一般),上海莘闵房地产有限公司,上海兴华物业管理有限公司
3445,虹山半岛,https://shanghai.anjuke.com/community/view/7022,31.106886,121.435222,别墅,3.00元/平米/月,23980m²,243户,2004年,户户带自家车位，另有公共车位,暂无数据,暂无数据,上海景洪房地产开发有限公司,业主自管
3446,虹田苑,https://shanghai.anjuke.com/community/view/7021,31.195825,121.393263,公寓,1.20元/平米/月,15000m²,200户,2005年,250,1.4,40%(高),上海虹田房地产置业有限公司,上海宝鼎物业管理有限公司
3447,西郊庄园,https://shanghai.anjuke.com/community/view/7020,31.204177,121.289358,别墅,6.60元/平米/月,726000m²,255户,2005年,室内双车位,1.2,45%(高),上海西郊庄园房地产开发有限公司,西郊庄园物业管理公司
3448,绿茵公寓,https://shanghai.anjuke.com/community/view/7016,31.128461,121.389296,公寓,0.45元/平米/月,暂无数据,75户,1998年,20,1.3,30%(一般),上海新闵房地产有限公司,上海巨星物业有限公司
3449,莘南花苑一村,https://shanghai.anjuke.com/community/view/7014,31.117122,121.403802,公寓,0.80元/平米/月,40000m²,3000户,1997年,2000,1.5,25%(一般),上海泰祥房产,无
3450,紫薇新村,https://shanghai.anjuke.com/community/view/7003,31.208547,121.303712,公寓,0.40元/平米/月,5123m²,876户,2005年,268,1.2,31%(一般),上海五心房地产有限公司,上海诸翟物业管理有限公司
