,name,link,long,la,Property type,Property costs,Total area,Number of units,Year built,Parking spots,Volume rate,Green rating,Developer Company,Property management company,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803
2052,百龙新村,https://shanghai.anjuke.com/community/view/7929,31.139592,121.598613,公寓,0,10000,300,2001,100,1,30,周康置业开发有限公司,周康置业物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2067,联城花苑,https://shanghai.anjuke.com/community/view/2328,31.179754,121.486525,公寓,0,49000,670,2005,100,1,35,万科集团,上钢物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,万科金色成品,https://shanghai.anjuke.com/community/view/147759,31.17758,121.513236,公寓,2,35800,580,2015,60,2,35,上海万科房地产有限公司,上海万科物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2076,万祥馨苑,https://shanghai.anjuke.com/community/view/345263,30.972865,121.823423,公寓,1,62000,1064,2008,280,1,35,万和置业有限公司,上海浦江物业有限公司 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2077,思凡花苑六号街坊,https://shanghai.anjuke.com/community/view/123523,31.147759000000004,121.754611,公寓,0,64219,1026,1997,80,1,30,上海思凡房地产开发公司,上海祝城物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2088,新里城和合苑,https://shanghai.anjuke.com/community/view/14644,31.164514,121.533025,公寓,1,109000,4600,1999,200,1,44,上海万科地产有限公司,上海万科物业服务有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2089,浦东大道275弄小区,https://shanghai.anjuke.com/community/view/5589,31.246432,121.522323,公寓,0,48000,560,1994,30,1,33,大华（集团）有限公司,陆家嘴物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2091,上房金丰苑,https://shanghai.anjuke.com/community/view/2673,31.266549,121.568691,公寓,1,84666,860,2003,350,2,35,上海金丰投资股份有限公司,上海上房物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2092,昌里众盛苑,https://shanghai.anjuke.com/community/view/2412,31.18385300000001,121.525285,公寓,0,60000,348,1998,150,1,35,上海盛开建筑工程有限公司,上海田丰物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,建华新苑,https://shanghai.anjuke.com/community/view/2140,31.216173,121.560115,公寓,2,61000,600,2003,550,2,50,上海建华房地产开发经营公司,勤乐物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2096,桃李家园,https://shanghai.anjuke.com/community/view/335,31.166751,121.513752,公寓,0,46000,400,2005,300,1,30,上海日月明房地产开发（集团）有限公司,三纲物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2097,上南十二村,https://shanghai.anjuke.com/community/view/315,31.174963,121.511432,公寓,0,20000,266,1994,420,1,42,上南集团有限公司, 上海振南物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2109,顺馨佳园,https://shanghai.anjuke.com/community/view/217808,31.198845,121.682517,公寓,0,67391,766,2009,109,1,43,上海辰光置业有限公司,振群物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2111,月亮湾园,https://shanghai.anjuke.com/community/view/16446,31.196666,121.690827,公寓,0,23000,3824,2004,523,1,42,上海通城房地产经营开发有限公司,通城物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,上川路1468弄小区,https://shanghai.anjuke.com/community/view/6110,31.283211,121.669713,公寓,0,53280,292,1997,86,2,23,曹路房地产开发有限公司,云琦物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2114,芳华苑(东区),https://shanghai.anjuke.com/community/view/5959,31.203073,121.567166,公寓,1,65000,549,2002,180,1,40,上海花木开发有限公司,上海良新物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2115,东方悦居苑,https://shanghai.anjuke.com/community/view/3319,31.170698,121.511139,公寓,1,170000,1108,2008,680,1,30,上海建工集团,上海银顺物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2136,由由新景苑,https://shanghai.anjuke.com/community/view/192717,31.201364,121.537366,公寓,1,160000,1230,2003,530,2,40,上海由由开发有限公司,上海由由物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2137,品臻国际公寓,https://shanghai.anjuke.com/community/view/189897,31.350547,121.594207,公寓,1,14620,213,2009,86,3,35,上海三铭置业有限公司,上海兴高物业发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2138,吉利名苑,https://shanghai.anjuke.com/community/view/174824,31.165398,121.514356,公寓,0,50970,540,2009,100,1,35,上海花旺置业有限公司,上海农工商旺都物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2139,建华钻石公寓,https://shanghai.anjuke.com/community/view/167988,31.216076,121.557887,公寓,2,9894,62,2007,20,3,30,上海建华房地产开发经营有限公司,勤乐物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2143,唐人苑,https://shanghai.anjuke.com/community/view/13107,31.213366,121.65659,公寓,0,12000,756,2002,158,2,34,上海东塘置业有限公司,浦东利群物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2144,杨园别墅,https://shanghai.anjuke.com/community/view/12617,31.315934,121.637302,别墅,0,30600,85,2015,120,0,45,新杨房地产开发有限公司,杨泽物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2146,东城时代华庭,https://shanghai.anjuke.com/community/view/7693,31.057076,121.780677,公寓,1,120690,728,2004,364,1,38,上海宏士达房地产开发有限公司,威格斯物业顾问(上海)有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2147,上钢十村,https://shanghai.anjuke.com/community/view/6086,31.176249,121.491553,公寓,1,65000,680,1984,248,1,28,上海三林房地产开发经营有限公司,上海致中物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2149,黄浦花园,https://shanghai.anjuke.com/community/view/2657,31.187748,121.636548,公寓,2,87500,790,2001,320,1,40,上海振川物业有限公司,上海振川物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2150,绿景苑,https://shanghai.anjuke.com/community/view/2640,31.261376,121.604488,公寓,1,45000,282,2002,288,1,48,上海曼浩投资发展有限公司,上海悦华物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2154,贝越水岸名邸,https://shanghai.anjuke.com/community/view/2114,31.184211,121.70266200000002,公寓,0,14937,528,2007,500,1,35,上海贝多煜房地产有限公司,上海浦东妙城物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2155,罗锦公寓,https://shanghai.anjuke.com/community/view/2072,31.251594,121.566856,公寓,1,160000,800,2001,132,2,30,上海为至房地产开发有限公司,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2156,金色米兰苑,https://shanghai.anjuke.com/community/view/1846,31.27513,121.621768,公寓,1,54060,240,2003,213,1,40,阳光欧洲城投资发展有限公司,上海陆家嘴物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2157,上船大楼,https://shanghai.anjuke.com/community/view/626,31.244892,121.519661,公寓,1,78600,624,1995,48,3,35,上海船厂船舶有限公司,上房物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2158,金象华庭,https://shanghai.anjuke.com/community/view/623,31.201849,121.684702,别墅,1,120000,600,2004,600,0,40,海金象置业有限公司,上海金象置业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2161,东园三村,https://shanghai.anjuke.com/community/view/19,31.235594,121.520544,公寓,2,50592,744,1995,320,1,30,陆家嘴物业管理有限公司,上海申夏物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2174,石家街151弄小区,https://shanghai.anjuke.com/community/view/186141,31.349106,121.586339,公寓,0,4752,72,1983,12,2,20,高桥鹏静置业房产开发有限公司,菊苑物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2175,绿地东海岸,https://shanghai.anjuke.com/community/view/127153,31.189751,121.705675,公寓,2,200000,6000,2009,426,1,40,绿地（集团）有限公司,绿地,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2176,兴业新村,https://shanghai.anjuke.com/community/view/114350,31.033774,121.602009,公寓,0,65200,1240,1994,124,1,32,周房置业开发有限公司,鑫周物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2177,民星苑,https://shanghai.anjuke.com/community/view/14501,31.167202000000003,121.57638500000002,公寓,0,59582,960,1999,200,2,33,上海陆家嘴开发有限公司,上海陆家嘴双乐物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2178,百联公寓,https://shanghai.anjuke.com/community/view/7899,31.03868,121.603357,公寓,0,65200,328,2015,263,1,32,航南置业开发有限公司,航南物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2180,公元新村,https://shanghai.anjuke.com/community/view/7822,31.127987,121.582831,公寓,1,33200,1240,1986,120,1,40,上海周房物业管理有限公司,上海周房物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2181,金地城,https://shanghai.anjuke.com/community/view/7723,31.062823,121.773689,公寓,2,176000,295,2010,150,1,40,上海甬申置业有限公司,上海隆庆物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2182,紫丁香花园,https://shanghai.anjuke.com/community/view/7688,30.978684,121.814971,公寓,1,400000,120,2004,111,0,39,上海海东房地产有限公司,紫虹物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2183,上钢七村,https://shanghai.anjuke.com/community/view/6091,31.178838,121.493713,公寓,0,21000,1000,1985,120,1,26,上海三林房地产开发经营有限公司,上钢物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2184,上钢五村,https://shanghai.anjuke.com/community/view/6089,31.180194,121.496495,公寓,1,22000,1300,1986,120,1,20,上海三林房地产开发经营有限公司,上钢物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2185,芳草路253弄小区,https://shanghai.anjuke.com/community/view/5955,31.200258,121.562436,公寓,1,1960,130,1996,35,2,20,上海裕华房地产开发有限公司,上海源开房地产有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2186,民生四村,https://shanghai.anjuke.com/community/view/5775,31.246064,121.549721,公寓,1,150000,1300,1996,120,2,20,上海建工集团,上海吉兴物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2188,招远小区,https://shanghai.anjuke.com/community/view/5609,31.241953,121.52147,公寓,0,18000,690,1992,250,1,30,国有划拨,上海潍坊物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2190,凌兆一村,https://shanghai.anjuke.com/community/view/5447,31.153037,121.506921,公寓,0,180000,980,1988,160,1,35,三林地产开发有限公司,上海三凌物业管理公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2191,艾山新村,https://shanghai.anjuke.com/community/view/5424,31.25051,121.571623,公寓,0,78900,624,1996,210,1,30,上海住友房地产发展有限公司,000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2193,金缘坊小区,https://shanghai.anjuke.com/community/view/2658,31.195988,121.511316,公寓,1,79800,870,2000,50,1,40,上海金鹏房地产开发有限公司,上海建工物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2194,水景豪园,https://shanghai.anjuke.com/community/view/2354,31.207059,121.704229,公寓,1,65000,424,2002,206,1,40,上海华飞置业有限公司,浦东新区房地产实业总公司金厦物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2197,天虹苑,https://shanghai.anjuke.com/community/view/2168,31.247917,121.573303,公寓,1,40000,384,2003,22,3,35,上海宏泰房地产有限公司,上海宏盛物业管理有限公司 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2198,罗山公寓,https://shanghai.anjuke.com/community/view/2075,31.252811,121.565594,公寓,0,46000,250,1994,80,2,28,浦东房地产开发有限公司,海天物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199,培育苑,https://shanghai.anjuke.com/community/view/1786,31.202911,121.565694,公寓,0,49000,230,1996,38,1,40,上海建工集团,上海浦东新区花木物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2200,鹏欣家园,https://shanghai.anjuke.com/community/view/1616,31.203405,121.527937,公寓,1,31500,356,1998,150,1,32,上海鹏欣（集团）有限公司,上海鹏欣物业服务有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2201,日月豪庭,https://shanghai.anjuke.com/community/view/1557,31.154491,121.539508,公寓,0,44000,764,2005,150,1,35,上海辰欣置业发展有限公司,上海申城物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2202,欧泊圣堡,https://shanghai.anjuke.com/community/view/1151,31.173643,121.673462,别墅,3,29381,107,2006,1,0,40,上海金楼置业有限公司,天梭物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2203,碧云晶典,https://shanghai.anjuke.com/community/view/722,31.257761,121.607649,公寓,2,45000,300,2007,300,3,36,上海群达置业有限公司,银安物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2204,紫竹华庭,https://shanghai.anjuke.com/community/view/383,31.183598,121.51705,公寓,1,40000,316,2003,100,2,35,上海紫竹置业（集团）有限公司,海伦建设发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2206,住友名人花园,https://shanghai.anjuke.com/community/view/330,31.254114,121.573253,公寓,0,80000,522,2002,189,2,58,上海住友房地产发展有限公司,友全物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2207,上南兰庭苑,https://shanghai.anjuke.com/community/view/316,31.152485,121.519586,公寓,1,50000,400,2002,458,1,53,保集集团有限公司/上海申标置业有限公司,上海银瑞物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2208,昌里雅苑,https://shanghai.anjuke.com/community/view/110,31.186484000000004,121.517812,公寓,1,31700,260,2005,280,2,36,上海市黄浦区住宅建设发展有限公司,上海雁思物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2262,鹏宏苑,https://shanghai.anjuke.com/community/view/244507,31.177846,121.564077,公寓,1,15000,800,2009,500,1,30,浦东新区浦房地产有限公司,浦房物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2263,华洲君庭,https://shanghai.anjuke.com/community/view/219925,31.229605,121.61148,别墅,14,14900,21,2009,210,0,60,上海华洲房地产发展有限公司,上海信居物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2267,齐锦苑,https://shanghai.anjuke.com/community/view/200527,31.190991,121.527107,公寓,1,58000,450,2009,370,1,28,上海建工集团,上海建工物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2268,和憬家园,https://shanghai.anjuke.com/community/view/189822,31.207015,121.69256,公寓,1,46955,352,2009,229,1,35,上海和憬投资有限公司,上海新张江物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2269,水岸家园,https://shanghai.anjuke.com/community/view/189465,31.051152,121.74644,公寓,2,10000,300,2004,100,1,48,上海鸿宝实业有限公司,上海南汇惠房物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2273,川杨璟园,https://shanghai.anjuke.com/community/view/184579,31.206562,121.690955,公寓,1,250000,380,2003,150,2,35,上海国基房地产发展有限公司,华夏物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2274,康桥鑫都,https://shanghai.anjuke.com/community/view/183261,31.151233,121.61728,公寓,0,30000,300,2006,152,1,38,上海鑫隆房地产开发有限公司,上海鑫隆房地产开发有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2277,雅华公寓,https://shanghai.anjuke.com/community/view/176724,31.254022,121.556043,公寓,0,18000,240,1996,31,1,35,上海建工集团,上海建工物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2278,瑞苑公寓,https://shanghai.anjuke.com/community/view/175976,31.245733,121.517697,公寓,10,800000,248,2008,90,4,25,上海瑞苑房地产开发有限公司,上海三凌物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2279,福汇一村,https://shanghai.anjuke.com/community/view/170083,31.041935,121.763847,公寓,0,25060,1256,2000,252,1,30,华业房地产开发有限公司,上海周房物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,龙源星城,https://shanghai.anjuke.com/community/view/147279,31.052863,121.791507,公寓,1,37500,560,2000,120,1,40,上海江东土地房产开发有限公司,东土物业管理有限公司 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2284,古佳苑,https://shanghai.anjuke.com/community/view/123517,31.021449,121.646239,公寓,0,119730,250,2008,50,1,35,上海嘉韵置业有限公司,上海嘉韵置业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2287,舒馨北苑,https://shanghai.anjuke.com/community/view/115762,31.197821,121.673674,公寓,0,76855,764,2007,217,1,38,上海市浦东新区房地产（集团）有限公司,曹路物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2288,绿茵苑,https://shanghai.anjuke.com/community/view/75194,31.156132,121.507661,公寓,0,97000,860,1998,300,1,20,三林集团,上海马桥物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2289,鑫周小区,https://shanghai.anjuke.com/community/view/63804,31.144916,121.579105,公寓,0,86200,2850,1995,156,1,30,周康房产开发有限公司,周房物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2291,凌桥二村,https://shanghai.anjuke.com/community/view/62408,31.369263,121.547363,公寓,0,50200,764,1994,122,1,32,上海高桥鹏静置业房产开发有限公司,凌桥物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2294,阳二小区,https://shanghai.anjuke.com/community/view/16629,31.252064,121.557083,公寓,2,39600,480,1994,88,1,32,阳光房地产开发有限集团,洋径物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2298,桃源花苑,https://shanghai.anjuke.com/community/view/14966,31.052056,121.718989,公寓,0,25684,146,1994,68,1,32,上海欣周开发有限公司,上海欣周物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2299,欣欣苑小区(北区),https://shanghai.anjuke.com/community/view/14864,31.043722,121.760505,公寓,0,10500,2560,2004,245,1,45,上海东日房地产有限公司,上海宣桥物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2301,中芯花园(别墅),https://shanghai.anjuke.com/community/view/14245,31.223382,121.628014,别墅,1,148000,1490,2000,200,1,39,中芯集团,中芯物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2302,金纬新苑,https://shanghai.anjuke.com/community/view/13787,31.342739,121.589999,公寓,0,14500,144,2003,45,1,20,上海金纬房地产发展有限公司,上海同海物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2303,瀚龙苑,https://shanghai.anjuke.com/community/view/13270,31.200026,121.672622,公寓,0,31000,380,2006,210,1,38,上海建工集团,建工物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2305,佳玉公寓,https://shanghai.anjuke.com/community/view/12338,31.117948,121.580724,公寓,0,32356,216,1996,94,1,33,上海欣周开发有限公司,上海欣周物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2307,鑫源小区,https://shanghai.anjuke.com/community/view/7964,31.121398,121.586495,公寓,0,26722,1560,2002,132,1,35,上海新洲开发有限公司,上海鑫源物业经营管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2308,欣欣家园,https://shanghai.anjuke.com/community/view/7902,31.125809000000004,121.594096,公寓,1,30000,486,1998,45,1,40,上海永丽房地产有限公司,上海鑫源物业经营管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2309,桃花源一村,https://shanghai.anjuke.com/community/view/7841,31.058954,121.763432,公寓,0,86000,1240,2000,124,1,35,周欣物业开发有限公司,上海惠房物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2311,上钢一村,https://shanghai.anjuke.com/community/view/6087,31.17846,121.500656,公寓,0,28000,1600,1985,200,1,20,上海三林房地产开发经营有限公司,上钢物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2312,东陆新村三街坊,https://shanghai.anjuke.com/community/view/6064,31.280576,121.604072,公寓,1,49000,560,1996,490,1,32,上海建工集团,上海欣城物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2315,泾西一村,https://shanghai.anjuke.com/community/view/5836,31.246326,121.553544,公寓,0,59000,910,1997,200,1,45,上海建工集团,上海明远物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2316,凌高小区,https://shanghai.anjuke.com/community/view/5730,31.25303,121.556054,公寓,2,58000,450,2007,148,2,43,上海建工集团,上海佳信物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2317,古桐四村,https://shanghai.anjuke.com/community/view/5694,31.204738,121.620802,公寓,1,180000,880,2002,150,2,35,张江物业发展开发有限公司,上海张江物业发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2318,川北居民区,https://shanghai.anjuke.com/community/view/5678,31.204865,121.702382,公寓,0,33000,390,1984,68,1,35,北川镇政府,上海浦东新区新川物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2319,凌兆七村,https://shanghai.anjuke.com/community/view/5451,31.147854,121.50455,公寓,0,68000,1280,1995,460,1,26,上海三林房地产开发经营有限公司,上海杨浦区市政建设物业有限公司、上海杨浦物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2326,东珂花苑,https://shanghai.anjuke.com/community/view/2719,31.241540000000004,121.54608799999998,公寓,2,29369,260,2001,80,3,48,东珂房地产有限公司,陆家嘴物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2327,钻石苑,https://shanghai.anjuke.com/community/view/2653,31.194751,121.699357,公寓,0,84516,1022,2008,305,1,35,浦东房地产考法有限公司,上海浦东物业管理公司 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2328,蝶恋园,https://shanghai.anjuke.com/community/view/2606,31.26835,121.579858,公寓,0,50000,600,2001,160,2,45,上海海东房地产有限公司,上海为至物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2329,金鹏荷泽苑,https://shanghai.anjuke.com/community/view/2603,31.272966,121.599415,公寓,0,87800,350,2001,120,1,40,上海金鹏房地产开发有限公司,上海芸绮物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2331,爱法新都(一期),https://shanghai.anjuke.com/community/view/2515,31.262781,121.60747,公寓,1,51857,354,2000,128,1,48,上海爱法房地产经营开发有限公司,上海智仕物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2334,兴东名苑,https://shanghai.anjuke.com/community/view/2288,31.206327,121.698998,公寓,0,62453,1506,2002,209,2,36,上海兴东房地产有限公司,上海兴东物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2335,千秋嘉苑,https://shanghai.anjuke.com/community/view/2255,31.329195,121.629861,公寓,0,75000,512,2003,178,1,30,上海东滨房地产开发有限公司,上海同海物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2337,金桂家园,https://shanghai.anjuke.com/community/view/1914,31.23141,121.5766,公寓,0,8000,190,1995,100,1,35,绿地集团,珠海格力物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2338,春港丽园,https://shanghai.anjuke.com/community/view/1862,31.207727,121.630071,公寓,0,160000,1200,2001,248,1,40,上海春生房地产有限公司,上海春生房地产有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2339,华业翠都,https://shanghai.anjuke.com/community/view/1586,31.190203000000004,121.522175,公寓,1,16000,132,2006,68,1,25,上海华业房地产发展有限公司,上海名东物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2341,金枫豪苑,https://shanghai.anjuke.com/community/view/994,31.244923,121.686961,别墅,1,34500,160,2003,188,0,32,上海金爵置业有限公司,联协物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2343,龙居苑,https://shanghai.anjuke.com/community/view/971,31.262416,121.564355,公寓,1,40000,300,2004,80,3,42,上海考林斯联房地产有限公司,庞泰物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2344,云山苑,https://shanghai.anjuke.com/community/view/969,31.264003,121.572608,公寓,1,12000,153,2004,38,1,35,上海青峰房地产投资咨询实业有限公司,洋栖物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2345,芳丽苑,https://shanghai.anjuke.com/community/view/907,31.198901,121.561592,公寓,0,7000,96,2002,30,1,40,广州力源房地产有限公司,上海培花物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2347,泰燕华庭,https://shanghai.anjuke.com/community/view/690,31.042877,121.749253,公寓,1,62050,500,2005,200,1,35,上海泰燕房地产有限责任公司,上海宣兴物业管理中心,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2348,龙东花园,https://shanghai.anjuke.com/community/view/410,31.228153,121.627129,别墅,1,25500,490,2000,390,0,60,上海永信置业有限公司,上海锦南物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2352,上南四村,https://shanghai.anjuke.com/community/view/308,31.178653000000004,121.503267,公寓,0,250000,800,1983,300,1,32,上南开发集团,上南物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2353,上南三村,https://shanghai.anjuke.com/community/view/307,31.17957100000001,121.503706,公寓,0,28000,1800,1985,500,2,34,上南开发集团,上海振南物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2354,瑞达新苑,https://shanghai.anjuke.com/community/view/284,31.21378,121.561165,公寓,1,13000,300,2005,72,1,43,上海瑞达房地产开发经营公司,上海陆家嘴物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
