,name,link,long,la,Property type,Property costs,Total area,Number of units,Year built,Parking spots,Volume rate,Green rating,Developer Company,Property management company,201504,201505,201506,201507,201508,201509,201510,201511,201512,201601,201602,201603,201604,201605,201606,201607,201608,201609,201610,201611,201612,201701,201702,201703,201704,201705,201706,201707,201708,201709,201710,201711,201712,201801,201802,201803
3821,红明二村,https://shanghai.anjuke.com/community/view/6890,31.16846,121.380549,公寓,0,190000,520,1994,53,1,35,上海海盾物业有限公司,上海莘森物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3827,枫桦景苑(南区),https://shanghai.anjuke.com/community/view/6807,31.048018,121.469219,公寓,0,230000,1860,2004,160,1,43,上海闵行置业发展有限公司,上海吴泾物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3828,新明星花园(一期),https://shanghai.anjuke.com/community/view/6801,31.179312,121.363527,公寓,1,200000,1429,2004,318,1,40,上海新明星房地产开发公司,上海新明星物业管理有限公司 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3830,振宏小区,https://shanghai.anjuke.com/community/view/6790,31.195606,121.410409,公寓,0,30000,276,1996,56,1,25,上海东方明珠房地产有限公司,上海锦润物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3831,景和茗苑,https://shanghai.anjuke.com/community/view/6782,31.129412,121.397064,公寓,1,50000,1010,2004,115,1,40,上海民信置业有限公司,上海民信置业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3832,晟虹新景苑,https://shanghai.anjuke.com/community/view/6763,31.184516,121.35576,公寓,1,31660,328,2003,128,1,30,上海宝臣有限公司,业主自管,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3833,丹桂南苑,https://shanghai.anjuke.com/community/view/6755,31.178707,121.36083899999998,公寓,0,2000,1200,1999,100,1,40,上海桂宝房地产发展有限公司,上海锦润物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3835,交大东川花苑,https://shanghai.anjuke.com/community/view/6743,31.022376,121.432844,公寓,0,8000,460,1999,120,1,30,上海北桥房地产有限公司,上海鑫铭物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3836,今天花园,https://shanghai.anjuke.com/community/view/6739,31.082317,121.409828,公寓,1,70000,572,2007,360,1,42,上海贵都房地产开发有限公司,上海轻工物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3838,华光花园,https://shanghai.anjuke.com/community/view/6706,31.193575,121.392236,公寓,1,6000,263,2000,260,1,45,上海华虹房地产发展有限公司,上海新苏物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3840,春申城华丽家园,https://shanghai.anjuke.com/community/view/6685,31.107963,121.40023899999998,公寓,0,80000,620,2003,280,1,40,家园房地产开发有限公司,上海紫泰物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3841,华江小区,https://shanghai.anjuke.com/community/view/6684,31.005678000000003,121.42926,公寓,0,2200,450,1983,100,1,43,华江物业,上海闵华物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3842,古美五村,https://shanghai.anjuke.com/community/view/6670,31.151828,121.414877,公寓,0,4000,256,1995,42,2,30,古衡房产开发,天天物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3843,古美六村,https://shanghai.anjuke.com/community/view/6666,31.149077,121.41283500000002,公寓,0,52800,660,1998,100,1,30,古衡房产开发,上海天天物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3844,古美十村,https://shanghai.anjuke.com/community/view/6664,31.14837600000001,121.414357,公寓,0,58000,650,1998,45,2,35,古衡房产开发,上海市天天物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3845,古北虹苑(一期),https://shanghai.anjuke.com/community/view/6654,31.196067,121.415764,公寓,0,14125,378,2005,80,1,40,中华企业股份有限公司,上海古北物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3846,君临天下花园(公寓),https://shanghai.anjuke.com/community/view/6648,31.097413,121.401093,公寓,1,158091,672,2002,618,0,45,上海玖玖房地产发展有限公司,上海申能物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3848,和润家园,https://shanghai.anjuke.com/community/view/6544,31.159278000000004,121.387015,公寓,1,80000,500,2004,250,1,40,上海和润置业有限公司,上海静安物业管理公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3849,嘉丰新苑,https://shanghai.anjuke.com/community/view/6540,31.177136,121.362928,公寓,0,18300,346,2003,100,1,45,上海嘉丰西区置业有限公司,漳州阳光城房地产开发有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3850,合生城邦(一街坊公寓),https://shanghai.anjuke.com/community/view/6535,31.022954,121.415861,公寓,1,600000,10000,2005,10000,0,55,上海龙盟房地产开发有限公司,上海合生物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3851,嘉年别墅,https://shanghai.anjuke.com/community/view/6533,31.194837,121.389216,别墅,2,7000,232,2014,80,0,35,上海汤臣房地产开发有限公司,嘉年物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3853,富宏花园(公寓),https://shanghai.anjuke.com/community/view/6495,31.19055,121.395526,公寓,4,52000,780,2000,120,1,40,上海富宏房产发展有限公司,上海京伟物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3854,奔驰别墅,https://shanghai.anjuke.com/community/view/6488,31.150622,121.356727,别墅,2,100000,105,2000,103,0,40,上海宝静置业有限公司,宝静物业管理公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3855,平吉二村莲花新城,https://shanghai.anjuke.com/community/view/6476,31.149118,121.387742,公寓,0,7500,2300,1998,300,1,25,上海申鑫投资有限公司,深圳盛亿润房地产开发公司（开发商）,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3856,奥森公寓,https://shanghai.anjuke.com/community/view/6474,31.195042,121.385733,公寓,1,8000,3500,1998,60,2,35,虹桥开发商, 奥森物业管理有限公司 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3860,宝隆新村,https://shanghai.anjuke.com/community/view/6461,31.156428,121.359896,公寓,1,4800,368,1995,24,2,30,宝隆房地产开发商,宝隆物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3861,报春二村,https://shanghai.anjuke.com/community/view/6455,31.125222,121.382411,公寓,0,2200,250,1994,89,2,40,上物房屋经租管理有限公司,上海仲源物业公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3862,恒丰苑,https://shanghai.anjuke.com/community/view/6441,31.10910800000001,121.382489,公寓,1,4000,80,2000,30,1,27,上海国融莘闵置业有限公司,上海莘旺物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3863,金汇豪庭,https://shanghai.anjuke.com/community/view/6436,31.161717,121.387621,公寓,1,250000,536,2006,627,2,50,上海宝虹房地产实业有限公司, 怡和高力物业顾问(上海)有限公司 ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3864,东苑绿世界花园(二期),https://shanghai.anjuke.com/community/view/6399,31.132725,121.399441,公寓,1,150000,600,2000,400,2,40,上海东苑房地产开发（集团）有限公司,上海东慧庄源物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3865,明泉旖和园(公寓),https://shanghai.anjuke.com/community/view/6388,31.175301,121.386435,公寓,2,400000,100,2005,150,1,40,上海明泉房地产开发有限公司,中海物业管理(上海)有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3867,鸿禧花园,https://shanghai.anjuke.com/community/view/6349,31.180979,121.365419,公寓,1,60000,536,1999,456,1,35,台湾开发商,上海鸿禧物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3869,南洋瑞都剑桥府邸(公寓),https://shanghai.anjuke.com/community/view/6299,31.028159,121.41538,公寓,1,90000,1562,2006,672,1,46,上海源瑞置业有限公司,上海浦江物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3870,锦峰苑,https://shanghai.anjuke.com/community/view/6288,31.093842,121.3836,公寓,1,71956,654,2001,150,1,40,上海曹峰置业有限公司,上海恒久物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3872,天星苑,https://shanghai.anjuke.com/community/view/6277,31.005434,121.378421,公寓,1,14111,137,2005,80,1,30,上海闵联置业有限公司,上海联工实业物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3873,景江苑A区,https://shanghai.anjuke.com/community/view/4774,31.085607,121.499407,公寓,0,132300,1493,2004,1100,1,30,上海浦陈房地产开发经营有限公司,上海闵行陈行物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3874,圣特丽墅(公寓),https://shanghai.anjuke.com/community/view/4732,31.08499500000001,121.407255,公寓,1,150000,220,2013,220,0,62,上海颛盛房地产有限公司,上海东湖物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3875,中祥哥德堡,https://shanghai.anjuke.com/community/view/4685,31.10867,121.392155,公寓,1,100000,800,2004,400,2,45,上海中祥（集团）有限公司,上海祥茂物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3877,绿地春申花园,https://shanghai.anjuke.com/community/view/4667,31.11627,121.41384,公寓,1,80000,650,2004,130,1,40,上海春申房地产开发有限公司,上海春申房地产开发有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3879,正峰苑,https://shanghai.anjuke.com/community/view/4627,31.097065,121.39114,公寓,1,80000,797,2004,170,1,35,上海曹峰置业有限公司,上海绿岚物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3880,龙柏三村中康公寓,https://shanghai.anjuke.com/community/view/4612,31.183223,121.375667,公寓,1,8500,563,2001,60,2,30,上海县房地产,上海林红物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3882,宝仪花苑,https://shanghai.anjuke.com/community/view/4559,31.154186,121.371183,公寓,1,60000,356,1997,56,1,27,华申经济发展有限公司,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3885,虹梅新苑(南区),https://shanghai.anjuke.com/community/view/4539,31.048598,121.464488,公寓,0,86000,1280,1996,450,1,35,振兴房地产开发有限公司,上海和为实业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3887,安宁欧洲花园,https://shanghai.anjuke.com/community/view/4512,31.021383,121.422513,公寓,0,85000,600,2000,350,1,49,上海碧绿房地产开发经营有限公司,上海金榜物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3888,日月华庭,https://shanghai.anjuke.com/community/view/4500,31.069494,121.398352,公寓,0,60000,800,2003,400,1,40,上海颛盛房地产有限公司,上海田园物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3889,恒德花苑,https://shanghai.anjuke.com/community/view/3064,31.126055,121.414143,公寓,1,4023,263,2001,62,1,35,上海市莘庄工业区申莘房地产有限公司,上海宝鼎物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3890,东苑米蓝城,https://shanghai.anjuke.com/community/view/1754,31.076873,121.407775,公寓,1,400000,211,2006,134,1,35,上海东苑美盈置业有限公司,上海东苑物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3891,梦景苑,https://shanghai.anjuke.com/community/view/1645,31.132856,121.41561000000002,公寓,0,25000,900,2004,300,1,35,上海乾泰房地产有限公司,梦景苑物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3892,黎安四村,https://shanghai.anjuke.com/community/view/1371,31.134705,121.381854,公寓,0,42000,620,2000,150,1,40,昕城房地产开发有限公司,上海黎安物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3895,中房森林别墅,https://shanghai.anjuke.com/community/view/1339,31.052844,121.366388,别墅,6,350000,198,2008,297,0,70,上海中房北阳房产有限公司,第一太平戴维斯物业顾问(上海)有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3897,舒兴小区,https://shanghai.anjuke.com/community/view/1324,31.188461,121.358636,公寓,0,27780,463,1994,150,1,30,上海春晖物业管理有限公司,上海巨星物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3901,三明花园,https://shanghai.anjuke.com/community/view/1186,31.021255,121.435898,公寓,0,45000,650,1998,120,1,35,上海红康北桥房地产公司,上海红康北桥房地产有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3903,虹莘家园,https://shanghai.anjuke.com/community/view/1131,31.136022,121.389583,公寓,0,80000,360,2003,60,1,30,上海银河房地产开发有限公司,上海市赐安物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3904,金榜新苑(南区),https://shanghai.anjuke.com/community/view/1124,31.061305,121.420084,公寓,0,14073,372,2006,116,1,30,上海北桥房地产有限公司,上海金榜物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3943,龙柏易居公寓,https://shanghai.anjuke.com/community/view/7106,31.181062,121.371257,公寓,1,12500,720,1998,100,1,35,上海县房地产总公司,龙柏物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3948,茂盛花苑,https://shanghai.anjuke.com/community/view/6953,31.176523,121.344444,公寓,0,80000,1065,1998,263,1,30,上海茂顺置地有限公司,上海茂顺置地有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3949,众众家园,https://shanghai.anjuke.com/community/view/6736,31.11550900000001,121.388974,公寓,1,37663,560,2001,125,2,30,上海众众房地产开发有限公司,上海众家物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3955,三佳花苑,https://shanghai.anjuke.com/community/view/7167,31.16137100000001,121.367726,公寓,1,120000,894,1996,264,1,35,三佳房地产有限公司,上海三凌物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3956,诸新三村,https://shanghai.anjuke.com/community/view/7058,31.2152,121.296632,公寓,0,508500,580,1995,36,1,35,天津诸新三村投资有限公司,万达物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3962,银兆公寓,https://shanghai.anjuke.com/community/view/14267,31.11282000000001,121.446074,公寓,0,60000,600,2008,200,2,30,上海景洪房地产开发有限公司,景洪物业,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3963,莘松五村,https://shanghai.anjuke.com/community/view/14067,31.113089,121.374877,公寓,0,6521,560,1987,60,1,36,上海国融莘闵置业有限公司,上海莘旺物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3964,阳明国际花苑,https://shanghai.anjuke.com/community/view/7062,31.126014,121.390839,公寓,1,400000,700,2004,150,1,35,上海阳明房地产发展有限公司,安必盛物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3965,金球花园,https://shanghai.anjuke.com/community/view/6984,31.167057,121.354097,公寓,0,50000,1062,1996,286,1,43,上海金球房地产开发经营有限公司,上海南逸物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3966,梅陇二村,https://shanghai.anjuke.com/community/view/6837,31.141594,121.417342,公寓,0,5000,321,1994,26,2,20,梅陇房产,梅陇物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3975,友爱小区,https://shanghai.anjuke.com/community/view/124590,31.036673,121.464397,公寓,1,140000,856,1985,500,1,30,中凯房地产开发有限公司,上海中凯物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3976,邻里苑,https://shanghai.anjuke.com/community/view/124537,31.107827,121.387232,公寓,1,1000000,3200,2008,120,2,36,上海东苑利景置业有限公司,上海和为实业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3977,罗锦苑,https://shanghai.anjuke.com/community/view/6937,31.12962700000001,121.422732,公寓,0,15000,480,2004,120,1,30,天津罗锦苑投资有限公司,万达物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3978,明泉公寓,https://shanghai.anjuke.com/community/view/6787,31.161205,121.360855,公寓,1,48000,362,1998,24,1,42,上海明泉房地产开发有限公司,上海联源物业发展有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3979,森安苑,https://shanghai.anjuke.com/community/view/6786,31.124499,121.428319,公寓,0,80000,620,2004,180,1,32,上海森安地产有限公司,无,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3980,亿豪名邸,https://shanghai.anjuke.com/community/view/6741,31.149977000000003,121.364646,别墅,3,24000,136,2002,100,0,50,上海亿豪置业有限公司,上海实红物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3981,古美八村,https://shanghai.anjuke.com/community/view/6669,31.14526,121.409916,公寓,1,42560,560,1995,300,1,30,上海市工联物业公司,00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3982,佳宝新村,https://shanghai.anjuke.com/community/view/6492,31.160635,121.349632,公寓,0,80000,423,1994,300,1,30,虹梅房产,上海虹梅物业有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3983,豪世盛地,https://shanghai.anjuke.com/community/view/4567,31.15727,121.35237,公寓,1,120000,1023,2002,82,1,40,上海宝静置业有限公司,上海市心怡物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3984,众众德尚世嘉,https://shanghai.anjuke.com/community/view/1342,31.079629,121.407898,公寓,1,128000,1040,2009,800,1,40,上海众众久星置业发展有限公司,上海复欣物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3993,滨浦新苑四村,https://shanghai.anjuke.com/community/view/244204,31.071341,121.510489,公寓,0,62189,450,2006,200,2,30,上海汉石普瑞置业有限公司,上海闵行陈行物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3995,富岩路335弄小区,https://shanghai.anjuke.com/community/view/115614,31.038238,121.376097,公寓,0,78521,560,1988,162,1,35,鸿德承业技术公司,马桥物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3997,龙茗公寓,https://shanghai.anjuke.com/community/view/16958,31.152835,121.389869,公寓,0,7500,1950,2001,300,2,25,华城房产,上海华城物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3999,万泰花园,https://shanghai.anjuke.com/community/view/7171,31.148503,121.36213899999998,公寓,0,100000,1176,1997,120,1,35,上海万泰开发有限公司,万泰物业管理有限公司,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,鸿福新村,https://shanghai.anjuke.com/community/view/7059,31.130442,121.425372,公寓,0,4500,816,1994,150,1,35,上海强生房产有限公司,上海强生房地产有限公司,22645.0,22540.0,23741.0,23830.0,23842.0,23442.0,22855.0,23805.0,24635.0,25607.0,25447.0,30299.0,30749.0,33201.0,37921.0,38318.0,38263.0,40087.0,44184.0,46172.0,48349.0,49330.0,49409.0,48949.0,50130.0,52478.0,52496.0,52443.0,49889.0,49527.0,48691.0,51218.0,50234.0,48544.0,46611.0,48128.0
4002,豪嘉府邸,https://shanghai.anjuke.com/community/view/6991,31.186257,121.394641,别墅,5,6541,16,1998,16,0,64,豪嘉国际（上海）房地产有限公司,豪嘉国际有限公司,92796.0,94739.0,97272.0,102720.0,118408.0,104809.0,100432.0,99726.0,98916.0,103107.0,114338.0,128395.0,137784.0,139400.0,141228.0,144745.0,151070.0,154442.0,161623.0,123597.0,124172.0,124365.0,124265.0,125333.0,113727.0,113743.0,114027.0,114898.0,114637.0,114637.0,114690.0,119609.0,130802.0,143431.0,163775.0,165441.0
4003,秀枫翠谷,https://shanghai.anjuke.com/community/view/6945,31.164590000000004,121.371177,公寓,0,150000,800,1996,57,1,30,上海七宝房地产有限公司,上海宝隆物业管理有限公司 ,27195.0,28160.0,28542.0,28981.0,29611.0,30044.0,31569.0,32276.0,33587.0,34615.0,36852.0,43185.0,44297.0,42808.0,43351.0,44555.0,44359.0,45045.0,47602.0,50654.0,52830.0,53184.0,52315.0,51241.0,52435.0,53878.0,53609.0,54116.0,53364.0,53116.0,53059.0,52476.0,53843.0,57096.0,56189.0,57393.0
4004,沪江新苑,https://shanghai.anjuke.com/community/view/6919,31.182321,121.354818,公寓,0,36000,868,2000,120,1,35,航华开发商,航华物业投资有限公司。,21956.0,22493.0,23025.0,23125.0,23964.0,24419.0,24419.0,26272.0,26302.0,25818.0,26440.0,30468.0,33281.0,36139.0,36497.0,38364.0,41023.0,41211.0,43187.0,44783.0,43355.0,44521.0,44853.0,46027.0,45182.0,48520.0,49636.0,46007.0,44621.0,44068.0,42941.0,40564.0,40879.0,40959.0,40933.0,40962.0
4006,苹果园(公寓),https://shanghai.anjuke.com/community/view/6886,31.180182,121.397327,公寓,1,70000,630,1998,125,1,46,仲盛集团,仲盛房地产有限公司,56367.0,54656.0,53425.0,53786.0,53889.0,61633.0,58339.0,59498.0,56618.0,58537.0,59813.0,67166.0,72077.0,72922.0,73878.0,69116.0,72136.0,73746.0,77175.0,68896.0,69217.0,69324.0,69268.0,69864.0,69680.0,63421.0,63315.0,63191.0,58261.0,67255.0,62875.0,61564.0,59684.0,57569.0,60272.0,71987.0
